actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Уральский федеральный округ,,Уральский федеральный округ
,Дата решения,2018-01-12T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Fri Jan 12 01:00:00 GST 2018
,Дата решения,2018-01-12T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Fri Jan 12 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['12.01.2018', '09:00', '[У] Судебное заседание', '[У] Постановление приговора', '', '', 'Зал №1 Ул. 8 Марта 1, 4 эт.']","12.01.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт.",551878494,"12.01.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт."
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['25.12.2017', '10:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', 'Зал №1 Ул. 8 Марта 1, 4 эт.']","25.12.2017.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт.",2002964496,"25.12.2017.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт."
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['08.12.2017', '14:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', 'Зал №1 Ул. 8 Марта 1, 4 эт.']","08.12.2017.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт.",-1315736780,"08.12.2017.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт."
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['30.11.2017', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', 'Зал №1 Ул. 8 Марта 1, 4 эт.']","30.11.2017.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт.",1828546542,"30.11.2017.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт."
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['16.11.2017', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', 'Зал №1 Ул. 8 Марта 1, 4 эт.']","16.11.2017.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт.",-1525044810,"16.11.2017.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .Зал №1 Ул. 8 Марта 1, 4 эт."
