actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Центральный федеральный округ,,Центральный федеральный округ
,Дата решения,2018-10-12T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Fri Oct 12 01:00:00 GST 2018
,Дата решения,2018-10-12T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Fri Oct 12 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['12.10.2018', '11:00', '[У] Судебное заседание', '[У] Постановление приговора', '', '', '']",12.10.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .,-835763066,12.10.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['18.09.2018', '11:00', '[У] Судебное заседание', '[У] Заседание отложено', '', '', '']",18.09.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .,-1931409607,18.09.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['06.09.2018', '10:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",06.09.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-1968547443,06.09.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['27.08.2018', '11:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",27.08.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-1652019157,27.08.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['15.08.2018', '11:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",15.08.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,1689108972,15.08.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['31.07.2018', '11:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",31.07.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,1916303729,31.07.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['25.07.2018', '12:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",25.07.2018.  ...  .12:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-1502818768,25.07.2018.  ...  .12:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,[''],,1074335618,
,Дата поступления,2018-07-12T01:00:00,,,,,,,,,case_common_doc_entry_date,,,,,Thu Jul 12 01:00:00 GST 2018
