actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Северо-Западный федеральный округ,,Северо-Западный федеральный округ
,Дата решения,2018-09-14T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Fri Sep 14 01:00:00 GST 2018
,Дата решения,2018-09-14T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Fri Sep 14 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['14.09.2018', '12:00', '[У] Судебное заседание', '[У] Постановление приговора', '', '', '571']",14.09.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .571,-1890027004,14.09.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .571
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['13.09.2018', '16:00', '[У] Судебное заседание', '[У] Суд удалился в совещательную комнату для постановления приговора', '', '', '571']",13.09.2018.  ...  .16:00.  ...  .[У] Судебное заседание.  ...  .[У] Суд удалился в совещательную комнату для постановления приговора.  ...  ..  ...  ..  ...  .571,516910397,13.09.2018.  ...  .16:00.  ...  .[У] Судебное заседание.  ...  .[У] Суд удалился в совещательную комнату для постановления приговора.  ...  ..  ...  ..  ...  .571
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['12.07.2018', '09:00', '[У] Судебное заседание', '[У] Заседание отложено', '', '', '571']",12.07.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .571,69307259,12.07.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .571
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Защитник (адвокат)', 'Ю.В.Черных', '', '', '']",Защитник (адвокат).  ...  .Ю.В.Черных.  ...  ..  ...  ..  ...  .,-833817157,Защитник (адвокат).  ...  .Ю.В.Черных.  ...  ..  ...  ..  ...  .
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Прокурор', 'Е.В.Ленив', '', '', '']",Прокурор.  ...  .Е.В.Ленив.  ...  ..  ...  ..  ...  .,-328783046,Прокурор.  ...  .Е.В.Ленив.  ...  ..  ...  ..  ...  .
,Дата поступления,2018-06-26T01:00:00,,,,,,,,,case_common_doc_entry_date,,,,,Tue Jun 26 01:00:00 GST 2018
,Статья УК РФ,,,[],,,,,,[],u_case_user_article,,,"Статья 30 Часть 3, Статья 228.1 Часть 4 п.г; Статья 229.1 Часть 3",,"Статья 30 Часть 3, Статья 228.1 Часть 4 п.г; Статья 229.1 Часть 3"
,Движение дела,,,[],,,,,,[],case_common_event_m2,,"['26.06.2018', '10:42', '[У] Регистрация поступившего в суд дела', '', '', '', '']",26.06.2018.  ...  .10:42.  ...  .[У] Регистрация поступившего в суд дела.  ...  ..  ...  ..  ...  ..  ...  .,206750748,26.06.2018.  ...  .10:42.  ...  .[У] Регистрация поступившего в суд дела.  ...  ..  ...  ..  ...  ..  ...  .
,Движение дела,,,[],,,,,,[],case_common_event_m2,,"['27.06.2018', '16:11', '[У] Передача материалов дела судье', '', '', '', '']",27.06.2018.  ...  .16:11.  ...  .[У] Передача материалов дела судье.  ...  ..  ...  ..  ...  ..  ...  .,-566065022,27.06.2018.  ...  .16:11.  ...  .[У] Передача материалов дела судье.  ...  ..  ...  ..  ...  ..  ...  .
