actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Сибирский федеральный округ,,Сибирский федеральный округ
,Дата решения,2018-10-29T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Mon Oct 29 01:00:00 GST 2018
,Дата решения,2018-10-29T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Mon Oct 29 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['29.10.2018', '12:00', '[У] Судебное заседание', '[У] Постановление приговора', '', '', 'Зал судебного заседания № 1']",29.10.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .Зал судебного заседания № 1,286824789,29.10.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .Зал судебного заседания № 1
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['23.10.2018', '12:00', '[У] Судебное заседание', '[У] Заседание отложено', '', 'ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА', 'Зал судебного заседания № 1']",23.10.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .Зал судебного заседания № 1,409754365,23.10.2018.  ...  .12:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .Зал судебного заседания № 1
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['20.09.2018', '14:00', '[У] Судебное заседание', '[У] Заседание отложено', '', 'неявка в судебное заседание ПОДСУДИМОГО', 'Зал судебного заседания № 1']",20.09.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .неявка в судебное заседание ПОДСУДИМОГО.  ...  .Зал судебного заседания № 1,-913778797,20.09.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .неявка в судебное заседание ПОДСУДИМОГО.  ...  .Зал судебного заседания № 1
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Защитник (адвокат)', 'Гейер Т.Ю.', '', '', '']",Защитник (адвокат).  ...  .Гейер Т.Ю..  ...  ..  ...  ..  ...  .,1277182066,Защитник (адвокат).  ...  .Гейер Т.Ю..  ...  ..  ...  ..  ...  .
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Прокурор', 'Сафонова У.П.', '', '', '']",Прокурор.  ...  .Сафонова У.П..  ...  ..  ...  ..  ...  .,40496976,Прокурор.  ...  .Сафонова У.П..  ...  ..  ...  ..  ...  .
,Дата поступления,2018-08-29T01:00:00,,,,,,,,,case_common_doc_entry_date,,,,,Wed Aug 29 01:00:00 GST 2018
,Статья УК РФ,,,[],,,,,,[],u_case_user_article,,,"Статья 30 Часть 3, Статья 228 Часть 2; Статья 229.1 Часть 3; Статья 33 Часть 3-Статья 228.1 Часть 4 п.г",,"Статья 30 Часть 3, Статья 228 Часть 2; Статья 229.1 Часть 3; Статья 33 Часть 3-Статья 228.1 Часть 4 п.г"
