actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Северо-Кавказский федеральный округ,,Северо-Кавказский федеральный округ
,Дата решения,2018-05-21T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Mon May 21 01:00:00 GST 2018
,Дата решения,2018-05-21T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Mon May 21 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['21.05.2018', '10:30', '[У] Судебное заседание', '[У] Постановление приговора', '', '', '']",21.05.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .,1326452092,21.05.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['10.05.2018', '14:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",10.05.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,63716564,10.05.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['11.04.2018', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",11.04.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-1900430229,11.04.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['30.03.2018', '14:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",30.03.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,909536212,30.03.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['14.03.2018', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",14.03.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,1031999879,14.03.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['20.02.2018', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",20.02.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-27287669,20.02.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Защитник (адвокат)', 'Решке Я.Я.', '', '', '']",Защитник (адвокат).  ...  .Решке Я.Я..  ...  ..  ...  ..  ...  .,-1530988756,Защитник (адвокат).  ...  .Решке Я.Я..  ...  ..  ...  ..  ...  .
,Стороны по делу,,,[],,,,,,[],case_common_parts_m2_search,,"['Прокурор', 'Богданова А.В.', '', '', '']",Прокурор.  ...  .Богданова А.В..  ...  ..  ...  ..  ...  .,-614686747,Прокурор.  ...  .Богданова А.В..  ...  ..  ...  ..  ...  .
