actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Северо-Западный федеральный округ,,Северо-Западный федеральный округ
,Дата решения,2018-10-05T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Fri Oct 05 01:00:00 GST 2018
,Дата решения,2018-10-05T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Fri Oct 05 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['08.10.2018', '09:20', '[У] Судебное заседание', '[У] Постановление приговора', '', '', '557']",08.10.2018.  ...  .09:20.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .557,-1898974585,08.10.2018.  ...  .09:20.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .557
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['05.10.2018', '10:00', '[У] Судебное заседание', '[У] Суд удалился в совещательную комнату для постановления приговора', '', '', '557']",05.10.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Суд удалился в совещательную комнату для постановления приговора.  ...  ..  ...  ..  ...  .557,296621720,05.10.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Суд удалился в совещательную комнату для постановления приговора.  ...  ..  ...  ..  ...  .557
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['13.09.2018', '15:00', '[У] Судебное заседание', '[У] Заседание отложено', '', 'ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА', '557']",13.09.2018.  ...  .15:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .557,886211282,13.09.2018.  ...  .15:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .ДРУГИЕ ОСНОВАНИЯ ДЛЯ ОТЛОЖЕНИЯ ДЕЛА.  ...  .557
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['23.08.2018', '14:00', '[У] Судебное заседание', '[У] Заседание отложено', '', '', '557']",23.08.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .557,-438602712,23.08.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  ..  ...  .557
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['08.08.2018', '14:00', '[У] Судебное заседание', '[У] Заседание отложено', '', 'неявка в судебное заседание СВИДЕТЕЛЕЙ', '557']",08.08.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .неявка в судебное заседание СВИДЕТЕЛЕЙ.  ...  .557,1806678751,08.08.2018.  ...  .14:00.  ...  .[У] Судебное заседание.  ...  .[У] Заседание отложено.  ...  ..  ...  .неявка в судебное заседание СВИДЕТЕЛЕЙ.  ...  .557
