actualValue,comment,dateValue,doubleValue,highlighting,languages,linkField,linkName,linkValue,longValue,markup,name,presentationName,tableCols,value,valueHash,valueWOHL
,Уровень суда,,,[],,,,,,[],case_court_type_cat,,,"Районный, городской, межрайонный суд",,"Районный, городской, межрайонный суд"
,Дела с текстом судебного акта,,,,,,,,1.0,,case_user_document_num,,,,,1
,Округ РФ,,,[],,,,,,[],case_doc_district_rf,,,Центральный федеральный округ,,Центральный федеральный округ
,Дата решения,2018-09-19T01:00:00,,,,,,,,,case_common_doc_result_date,,,,,Wed Sep 19 01:00:00 GST 2018
,Дата решения,2018-09-19T01:00:00,,,,,,,,,case_user_doc_result_date,,,,,Wed Sep 19 01:00:00 GST 2018
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['19.09.2018', '14:30', '[У] Судебное заседание', '[У] Постановление приговора', '', '', '']",19.09.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .,598617885,19.09.2018.  ...  .14:30.  ...  .[У] Судебное заседание.  ...  .[У] Постановление приговора.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['18.09.2018', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",18.09.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,1253181193,18.09.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['14.09.2018', '10:30', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",14.09.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-349422000,14.09.2018.  ...  .10:30.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['13.09.2018', '11:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",13.09.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,737840943,13.09.2018.  ...  .11:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['12.09.2018', '10:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",12.09.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-2043856689,12.09.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['11.09.2018', '09:00', '[У] Судебное заседание', '[У] Объявлен перерыв', '', '', '']",11.09.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .,-161964454,11.09.2018.  ...  .09:00.  ...  .[У] Судебное заседание.  ...  .[У] Объявлен перерыв.  ...  ..  ...  ..  ...  .
,Слушания по делу,,,[],,,,,,[],case_hear_m2,,"['01.08.2018', '10:00', '[У] Судебное заседание', '[У] Производство по делу приостановлено', '', '', '']",01.08.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Производство по делу приостановлено.  ...  ..  ...  ..  ...  .,-1237086854,01.08.2018.  ...  .10:00.  ...  .[У] Судебное заседание.  ...  .[У] Производство по делу приостановлено.  ...  ..  ...  ..  ...  .
